,text,label
4343,Hi asked leave ,normal
4344,Enjoy ,normal
4345,You still around I could use half 8th ,normal
4346,U 447801259231 secret admirer looking 2 make contact U find R reveal thinks UR special call 09058094597 ,spam
4348,bot notes Cos rem got ,normal
4353,important information 4 orange user today lucky day log onto com THERE S A FANTASTIC SURPRISE AWAITING YOU ,spam
4354,Sorry I help ,normal
4355,Great So send account number ,normal
4357,Our dating service asked 2 contact U someone shy CALL 09058091870 NOW revealed ,spam
4358,send contents page ,normal
4360,Don Think About What u Have Got Think About How Use It That You Have Got ,normal
4361,I right second gotta hit people first ,normal
4363,So What remember ,normal
4364,computer shipped address lane Poop ,normal
4365,Mm yes dear look hugging P ,normal
4368,Anytime ,normal
4369,Do want new Video handset 750 time network UNLIMITED TEXT Camcorder Reply Call 08000930705 del Sat AM ,spam
4371,Ur balance 600 Next question Complete landmark Big A Bob B Barry C Ben Text A B C 83738 Good luck ,spam
4373,K sure I consent forms V ,normal
4374,Ur subscription renewed charged 4 50 You choose 10 polys month co BILLING MSG ,spam
4376,How much torch ,normal
4378,How Just checking ,normal
4379,Done internet connection v slow send Will try later first thing ,normal
4380,Mathews ,normal
4386,S watching live ,normal
4387,see ,normal
4391,new years plans ,normal
4392,1 3 You ordered Ringtone Your order processed ,spam
4393,Wake I miss I crave I need ,normal
4394,Only got message ignoring Yes Shopping ,normal
4396,When dad get back ,normal
4398,Yes finished watching days lives I love ,normal
4399,go google n search 4 ,normal
4402,Just getting back home ,normal
4404,Dun need use dial open browser n surf ,normal
4405,As one registered subscribers u enter draw 4 100 G B gift voucher replying ENTER To unsubscribe text STOP ,spam
4409,You also get hi hi hi hi hi ,normal
4411,If said anything wrong sorry de ,normal
4414,Yeah I able I text I ready meet ,normal
4417,When get free call ,normal
4418,How little darlings far week Need coffee run Can believe time week already ,normal
4419,u leave house ,normal
4423,Update face book status frequently ,normal
4426,So bank say money ,normal
4427,dun disturb u u lots 2 aft cupboard come ,normal
4428,Hey r watching movie tonight prob b home early ,normal
4429,How u U used dat route ,normal
4430,coming gym Goodnight ,normal
4432,Can u look 4 lib got stuff finish yet ,normal
4436,How come u got nothing ,normal
4437,Nothing ever easy But looking reason take risk life love ,normal
4438,want grasp pretty booty ,normal
4440,I going 2 orchard reaching soon U reaching ,normal
4443,COME BACK TO TAMPA ,normal
4444,2 celebrate else ,normal
4446,Please tell special stock talking ,normal
4447,I sent Do like ,normal
4448,Urgent UR awarded complimentary trip Or 1000 To claim DIS 87121 18 6 1 50 10 ,spam
4449,Awesome minute ,normal
4453,I home Ard wat time u reach ,normal
4455,If want something look dogwood drive ,normal
4465,Hey u still gym ,normal
4467,Much better thanks ,normal
4469,Lemme know I swing pick I free basically time 1 semester ,normal
4470,U efficient Gee ,normal
4472,S able sleep ,normal
4473,Want explicit SEX 30 secs Ring 02073162414 Costs min ,spam
4474,We meet soon princess ,normal
4475,I pick 5 go still want come ,normal
4476,Oh 4 outside players allowed play know ,normal
4477,I anything ,normal
4478,,normal
4480,No song lyrics ,normal
4481,What u reckon need 2 arrange transport u thanks ,normal
4482,True n care go unrecognized though often makes mistakes valuing start missing ,normal
4485,good weekend ,normal
4486,Miss call miss call miss call rule One great phone receiving quality wins ,normal
4487,Call get chance 3 ,normal
4488,The new ex game early next yr ,normal
4496,,normal
4497,Latest Nokia Mobile Player 400 GUARANTEED Reply WIN 83355 Ltd 1 50 ,spam
4498,SERVICES inclusive text credits net login unsubscribe STOP extra charge help 08702840625 220 ,spam
4499,take time ,normal
4500,So wat decision ,normal
4501,Wot u 2 bitch ,normal
4505,When guys leaving ,normal
4507,Not able anything ,normal
4508,takin linear algebra today ,normal
4517,That sucks So got planned yo valentine I yo valentine I ,normal
4520,Hi good wish u ,normal
4521,DO U WANT 2 MEET UP ,normal
4523,I sent part ,normal
4525,I want cock My hubby away I need real man 2 satisfy WIFE 89938 strings action STOP 2 end rec 1 731 ,spam
4526,Understand loss gain work School ,normal
4528,Hiya probably coming home weekend next ,normal
4532,new service live sex video chat mob see sexiest dirtiest girls live phone 4 details text horny 89070 cancel send STOP 89070 ,spam
4534,LATE ON MY WAY ,normal
4537,Dare ask Any luck sorting car ,normal
4538,Party place charge contribute way greatly appreciated yeah got room one ,normal
4541,Hi baby wow got new cam Wanna C hot pic Fancy chat CHAT 82242 08712317606 ,spam
4542,I trying reach without success ,normal
4543,done class ,normal
4544,Never lei I v lazy Got wat Dat day send cant work one ,normal
4547,Hope good week Just checking ,normal
4553,Try something dear You read something exams ,normal
4556,I hospital I return home evening ,normal
4557,PISS IS TALKING IS SOMEONE THAT U THAT POINT THIS AT IS IT NOW READ IT BACKWARDS ,normal
4558,Think You ,normal
4559,I awake oh What ,normal
4561,How much u trying get ,normal
4562,Come around DECIMAL gt pm come time ,normal
4563,Tell address ,normal
4566,But together ,normal
4568,At WHAT TIME come tomorrow ,normal
4569,Wanna laugh Try CHIT CHAT mobile Logon word CHAT send No 8883 CM PO Box 4217 London 16 ,spam
4572,URGENT This 2nd attempt contact U U WON 09071512432 7 50 ,spam
4573,,normal
4575,Congratulations awarded 500 CD vouchers guaranteed Free entry 2 100 wkly draw MUSIC 87066 ,spam
4576,Had contract mobile 11 Latest Motorola Nokia etc FREE Double Text Orange tariffs TEXT YES callback remove records ,spam
4577,Urgent call 09066350750 landline Your complimentary 4 Ibiza Holiday 10 000 cash await collection T Cs PO BOX 434 150 ppm 18 ,spam
4578,No plans yet What ,normal
4580,Not course Only one day one chapter one month finish ,normal
4582,For chance win 250 wkly shopping spree SHOP 80878 T C 2 shop com 08715705022 wk ,spam
4584,U Secret Admirer looking 2 make contact U find R reveal thinks UR special call 09065171142 ,spam
4585,blonde new UK I look sex UK guys u like fun Text 69866 18 1st 1 50 increments ,spam
4586,I see I swing bit got things take care ,normal
4588,Have finished work yet something ,normal
4589,Tomorrow going So come wherever u call Tell come tomorrow ,normal
4590,Well done ENGLAND Get official poly ringtone flag yer mobile text TONE FLAG 84199 NOW Opt ENG STOP 1 50 ,spam
4591,Right phoned someone number like ,normal
4595,Carlos I pick I swing little bit ,normal
4598,Have laid line rest ,normal
4600,CALL No 86888 claim reward 3 hours talk time use phone inc 16 stop ,spam
4601,Hey j r u feeling better ,normal
4604,I need 8th I campus atm could I pick hour two ,normal
4608,Y de asking like ,normal
4609,Just glad talking ,normal
4610,Wat time finish ,normal
4612,How much got cleaning ,normal
4614,Sunshine Quiz Win super Sony DVD recorder capital Australia Text 82277 B ,spam
4615,called dad ,normal
4616,Good think could send pix I would love see top bottom ,normal
4618,Sorry I call later In meeting ,normal
4619,THIS IS A LONG ,normal
4621,They finally came fix ceiling ,normal
4626,Please call customer service representative 0800 169 6031 WON guaranteed 1000 cash 5000 prize ,spam
4627,numbers ending 7634 selected receive 350 reward If match please call 08712300220 quoting claim code 7684 standard rates apply ,spam
4628,Only holiday difficult ,normal
4629,Everybody fun evening Miss ,normal
4631,I meeting call later ,normal
4633,These Have move morphine ,normal
4639,Do hide keeping distance ,normal
4640,,normal
4643,Did u got persons story ,normal
4644,Are planning come ,normal
4647,We okay Going sleep Later ,normal
4650,A 400 XMAS REWARD IS WAITING FOR YOU Our computer randomly picked loyal mobile customers receive 400 reward Just call 09066380611 ,spam
4651,Where r e meeting ,normal
4652,yes But add spice day ,normal
4653,Hope great day ,normal
4655,K I work something ,normal
4656,PRIVATE Your 2003 Account Statement shows 800 redeemed S I M points Call 08718738002 Identifier Code 48922 Expires 21 11 04 ,spam
4659,You call tell Call ,normal
4660,prob ,normal
4664,set let u e details later ,normal
4665,Not tel software name ,normal
4666,I send print outs ,normal
4667,MY WHAT ABOUT ,normal
4669,I get full missing send ,normal
4673,I leaving house ,normal
4674,Hi babe Chloe r u I smashed night great How weekend U missing SP com Text stop stop text ,spam
4675,ready call ,normal
4676,130 255 All 128 mb ,normal
4677,It good thing I getting connection ,normal
4678,came home ,normal
4680,Are staying town ,normal
4685,But play others life ,normal
4686,lunch ,normal
4687,give one day ,normal
4688,try g I decided head ,normal
4689,prob ,normal
4691,By march ending ready But call sure The problem capital never complete How far How work ladies ,normal
4694,URGENT Your Mobile No 07808726822 awarded 2 000 Bonus Caller Prize 02 09 03 This 2nd attempt contact YOU Call 0871 872 9758 ,spam
4695,A guy gets used dumb realize ,normal
4696,bit sorting stuff ,normal
4698,Yes fine ,normal
4699,WIN We winner Mr T Foley iPod More exciting prizes soon keep eye mobile visit win 82050 co ,spam
4700,I liked new mobile ,normal
4701,Anytime ,normal
4703,say got error ,normal
4704,Hey anyway ,normal
4706,family booking tour package ,normal
4707,Did say bold torch later Or one torch ,normal
4710,Huh slow tot u reach long ago U 2 days 4 ,normal
4714,S 8 min go lunch ,normal
4716,K amp I art I get home ,normal
4725,Jason says cool pick place like hour ,normal
4726,Had mobile 10 Update latest Camera Video phones FREE KEEP UR SAME NUMBER Get extra free texts Text YES call ,spam
4731,Wat time r going hostel ,normal
4732,Good Morning Dear Have great amp successful day ,normal
4742,I hospital I return home evening ,normal
4743,Thinking u x ,normal
4745,tot u say still dun believe ,normal
4746,When put sign choose number pin show Right ,normal
4748,u cool A drinks 2 nite Take care c u soon xxx ,normal
4750,Your weekly Cool Mob tones ready download This weeks new Tones include 1 Crazy Frog F 2 Lonely 3 Black Eyed P More info n ,spam
4752,co Get lots cash weekend co Dear Welcome weekend We got biggest best EVER cash give away These ,spam
4756,hey looks like I wrong one kappa guys numbers still phone want I text see around ,normal
4757,URGENT Your Mobile number awarded 2000 prize GUARANTEED Call 09061790121 land line Claim 3030 Valid ,spam
4758,Thanks 4 continued support Your question week enter u draw 4 100 cash Name NEW US President ans 80082 ,spam
4762,Prepare pleasured ,normal
4763,Hi technical support providing assistance us customer call email ,normal
4767,I sure still available though ,normal
4770,Hi got money ,normal
4772,u tell wat time u coming later ,normal
4773,U repeat e instructions Wat e road name house ,normal
4780,Yup Hey one day ask take leave go karaoke ,normal
4781,Call ,normal
4783,Indeed way either ,normal
4784,Urgent call Landline Your complimentary 4 Ibiza Holiday 10 000 cash await collection T Cs PO BOX 434 18 ,spam
4791,Gd luck 4 exams ,normal
4792,Or u ask next sat If make ,normal
4793,Sorry uncle I keep touch ,normal
4795,URGENT This 2nd attempt contact U Your 900 prize YESTERDAY still awaiting collection To claim CALL NOW 09061702893 ,spam
4796,Santa calling Would little ones like call Santa Xmas Eve Call 09077818151 book time last T C com ,spam
4798,I know getting messages ,normal
4801,Reverse cheating That mathematics ,normal
4802,How plan manage ,normal
4804,Sorry delay Yes masters ,normal
4805,Call u finish come n pick u ,normal
4806,PRIVATE Your 2004 Account Statement 078498 7 shows 786 unredeemed Bonus Points To claim call 08719180219 Identifier Code 45239 Expires 06 05 05 ,spam
4811,I swing room whenever ,normal
4814,home work meh ,normal
4815,Anything valuable 2 situations First Before getting Second After loosing ,normal
4817,How paper ,normal
4819,Check Out Choose Your Babe Videos ,spam
4820,good I thinking ,normal
4821,u r winner U ave specially selected 2 receive 1000 cash 4 holiday flights inc speak live operator 2 claim min 18 ,spam
4822,,normal
4823,Not thought bout Drink tap spile seven Is pub gas st broad st canal ,normal
4824,I going sleep I tired travel ,normal
4825,I ,normal
4827,Just trying make day little interesting ,normal
4828,How long get reply defer admission til next semester ,normal
4831,Rats Hey u ever vote next themes ,normal
4832,New Mobiles 2004 MUST GO NOKIA No 89545 collect today From ONLY 1 4 biz 087187262701 ,spam
4835,wait party together ,normal
4836,makes computer shut ,normal
4838,That one issues okay No snow manageable ,normal
4839,PRIVATE Your 2003 Account Statement shows 800 redeemed S I M points Call 08715203652 Identifier Code 42810 Expires 29 10 0 ,spam
4842,I need details online job ,normal
4843,YOU HAVE WON As valued customer computer picked YOU win 150 prize To collect easy Just call 09061743386 ,spam
4844,Missing pray ,normal
4846,I escape Going watch minutes ,normal
4847,S increase chance winning ,normal
4849,Maybe find something else instead ,normal
4851,I liked new house ,normal
4852,I fine Hope also ,normal
4857,,normal
4860,Nokia phone ,normal
4861,FREE MESSAGE Thanks using Auction Subscription Service 18 2 Skip Auction OUT 2 Unsubscribe STOP 08718726270 ,spam
4863,Sorry today wont come play driving ,normal
4866,swashbuckling stuff oh ,normal
4870,Well You know mean Texting ,normal
4874,I know dat Pete get em place time ,normal
4877,No 1 POLYPHONIC tone 4 mob every week Just 87575 1st Tone FREE get tell friends tone 16 reply HL ,spam
4878,Yeah open chat click friend lists Then make list Easy pie ,normal
4880,When I pick ,normal
4885,Or ,normal
4892,Send new number ,normal
4899,guaranteed latest Nokia Phone iPod player 500 prize word COLLECT No 83355 ,spam
4901,FREE POLYPHONIC RINGTONE Text SUPER 87131 get FREE POLY TONE week 16 SN subscription ,spam
4902,I reaching another 2 stops ,normal
4904,Warner Village 83118 C Colin Farrell SWAT Warner Village get 1 free med Popcorn Just show ticket kiosk Valid 4 7 12 C c kiosk Reply SONY 4 film offers ,spam
4906,Then anything special ,normal
4907,I want anything ,normal
4908,Will Have good day ,normal
4910,Love holiday Monday feeling even I go dentists hour ,normal
4911,I way ,normal
4912,Goal Arsenal 4 Henry 7 v Liverpool 2 Henry scores simple shot 6 yards pass give Arsenal 2 goal margin 78 ,spam
4916,This 2nd time tried 2 contact u U 750 Pound prize 2 claim easy call 08712101358 NOW Only per min BT national rate ,spam
4918,Re call You see huh ,normal
4922,Oh yah We never cancel ,normal
4923,We go 4 e normal intro ,normal
4924,Let u leave house ,normal
4928,Got takes 2 take part Rally Oz U Energy Text RALLY LE 61200 see packs co u ,spam
4929,Hi girls waiting text Text great night chatting send STOP stop service ,spam
4932,Once free call sir ,normal
4933,Hey want anything buy ,normal
4935,K k congratulation ,normal
4937,No cancelled yeah baby Well sounds important understand give ring later love Kate x ,normal
4939,go home Ask dad pick 6 ,normal
4941,I back work soon E mountain deer show huh I watch nice ,normal
4943,Wrong phone This phone I answer one assume people well ,normal
4945,I already back home probably ,normal
4946,Great News Call 08006344447 claim guaranteed 1000 CASH 2000 gift Speak live operator NOW ,spam
4956,I got call number ,normal
4957,Why u call lunch ,normal
4961,Yup ,normal
4963,Dear Voucher holder Have next meal us Use following link pc 2 enjoy 2 4 1 dining com dining asp ,spam
4965,URGENT We trying contact U draw shows 2000 prize GUARANTEED Call 09058094507 land line Claim 3030 Valid ,spam
4966,You donate 2 50 UNICEF Asian Tsunami disaster support fund texting DONATE 864233 2 50 added next bill ,spam
4967,Future planned tomorrow result today Do best present enjoy future ,normal
4968,I want go hos After This got dear She say time ,normal
4970,Hey come online Use We ,normal
4971,I fine Hope good Do take care ,normal
4979,So u today ,normal
4980,I said okay Sorry ,normal
4982,Networking job ,normal
4985,That u 2 keep busy ,normal
4987,Which channel ,normal
4989,Phony 350 award numbers ending selected receive 350 award If match please call 08712300220 quoting claim code 3100 standard rates app ,spam
4990,We made Eta 12 30 planned hope still Good see xx ,normal
4992,HEY KATE ,normal
4993,My drive read I need write ,normal
4994,Just looked goes back Monday sucks ,normal
4995,Happy new year Hope good semester ,normal
4996,Esplanade Where else ,normal
4997,Can talk ,normal
4998,Go head big ,normal
5001,You still around Looking pick later ,normal
5002,Congratulations awarded 500 CD gift vouchers 125 gift guaranteed 2 100 wkly draw MUSIC 87066 ,spam
5006,Oh k I come tomorrow ,normal
5007,Go fool cheat others ,normal
5010,You WON guaranteed 1000 cash 2000 prize To claim yr prize call customer service representative 08714712412 Cost ,spam
5014,I think two still need get cash def ready 9 ,normal
5016,Dear U invited This final attempt contact u CHAT 86688 Row ,spam
5018,Great How office today ,normal
5019,It cool last little Getting time soon ,normal
5023,Where What happen ,normal
5025,Ur cash balance currently 500 pounds maximize cash send GO 86688 meg CC 08718720201 HG Row ,spam
5026,PRIVATE Your 2003 Account Statement shows 800 redeemed S I M points Call 08715203685 Identifier Code Expires 13 10 04 ,spam
5029,Is coming leave get news work place ,normal
5031,u know got approved ,normal
5033,I want go ,normal
5036,You hear ,normal
5037,Thanks talk You dear I cherish brother role model ,normal
5038,clarify back open return ticket go back ,normal
5042,O Should play 9 doors sometime yo ,normal
5046,still opener ,normal
5049,I vote wherever heart guides ,normal
5050,With sis We watched job ,normal
5052,know well ,normal
5055,Goodnight I really miss u dear ,normal
5056,Hey next sun 1030 basic yoga course We go Pilates intro next sat Tell time r free ,normal
5059,I think disturbing ,normal
5060,Sorry I call later I meeting sir ,normal
5065,I calls later Afternoon service get problem south I hear listen ,normal
5067,Talk g x ,normal
5068,dear friends This new amp present number By Raj ,normal
5069,4 Moon Children need song mob Tell Tone charity 8007 Poly charity polys zed 08701417012 profit 2 charity ,spam
5070,As different styles ,normal
5071,WIN 200 Shopping spree every WEEK Starting NOW 2 play text STORE 88039 1 ,spam
5074,This 2nd attempt contract U weeks top prize either 1000 cash 200 prize Just call 09066361921 ,spam
5079,Keep problems heart ,normal
5080,Yeah give call got minute ,normal
5083,discuss later lar Pick 4 ,normal
5084,Hey happy birthday ,normal
5088,I wont anything de ,normal
5090,St cream ,normal
5093,talking aha ,normal
5094,Hi thanks exchanged uncut diamond stuff leaving back Excellent service Dino Prem ,normal
5095,K k month birthday know ,normal
5097,Sorry mates phone write love Kate ,normal
5098,Hit link get premium Pink Panther game new 1 crazy Zebra animation wallpaper 4 FREE ,spam
5100,call close ,normal
5112,December Had mobile You entitled update latest camera mobile Free Call The Mobile Update FREE 08002986906 ,spam
5115,Get 3 Lions England tone reply 4 mono 4 poly 4 go 2 ringtones co original n best Tones network operator rates apply ,spam
5117,mufti meaning ,normal
5118,Are driving training ,normal
5119,real She told dad I cancer ,normal
5123,Hi send nice ,normal
5124,He impossible argue always treats like sub like never released Which I remind necessary ,normal
5126,To wonderful great month We cherish guys wish well day ,normal
5130,Any way ,normal
5134,joined training started today ,normal
5135,Sorry grocers ,normal
5136,There nice pubs near Frankie n near cinema ,normal
5137,YOU WON Your 4 Costa Del Sol Holiday 5000 await collection Call 09050090044 Now TC Stockport 1 50 pm ,spam
5138,Yup I You want go yoga I call book ,normal
5141,FREE 1st week Nokia tone 4 mobile every week NOKIA 8077 Get tell mates co 36504 16 tone ,spam
5142,Now started stop Just pray good ideas anything see help guys forward link ,normal
5143,Hi gonna b princes 2 nite please come tb love Kate ,normal
5144,I office ,normal
5147,Get garden ready summer FREE selection summer bulbs seeds worth 33 50 The Scotsman Saturday To stop co ,spam
5148,K come u come also tel come getting free time ,normal
5149,call What happen ,normal
5150,Happy new year u family may new year bring happiness stability tranquility vibrant life ,normal
5151,No problem renewal I right away know details ,normal
5156,Sir I need sir date birth company bank facilities details ,normal
5157,K k chat ,normal
5160,Then r meeting later ,normal
5162,Just send text We later ,normal
5163,leave need ask ,normal
5167,Oh charge camera ,normal
5169,Now going lunch ,normal
5170,I school n lab stuff give call r done ,normal
5171,Oh k I come tomorrow ,normal
5173,U 2 ,normal
5174,Water logging desert implications ,normal
5176,Company good environment terrific food really nice ,normal
5182,I sent Do like ,normal
5187,WHAT TIME U ,normal
5188,Okie ,normal
5190,Our records indicate u maybe entitled 5000 pounds compensation Accident To claim 4 free reply CLAIM 2 stop STOP ,spam
5191,Sorry I call later ,normal
5192,Oh oh Den change plan Go back ,normal
5193,It ,normal
5196,Spook mob Halloween collection logo pic message plus free eerie tone CARD SPOOK 8007 zed per logo pic ,spam
5198,She fine I difficulties phone It works mine Can send another friend request ,normal
5201,YOU WON Your 4 Costa Del Sol Holiday 5000 await collection Call 09050090044 Now TC Stockport 1 50 pm ,spam
5202,WOT STUDENT DISCOUNT CAN U GET ON BOOKS ,normal
5204,How come get Should b quite diff guess rite ,normal
5205,Had mobile Update FREE Oranges latest camera mobiles unlimited weekend calls Call Mobile 08000839402 ,spam
5208,Hi think match ,normal
5209,I know malaria But relax children cant handle malaria She would worse gastroenteritis If takes enough replace loss temp reduce And give malaria vomit Its self limiting illness means days completely stop ,normal
5210,downloaded file run installing ,normal
5211,It yesterday true true ,normal
5212,K k business ,normal
5216,I late I ,normal
5218,I accidentally brought em home box ,normal
5220,I take exam march 3 ,normal
5226,heart ,normal
5228,PRIVATE Your 2003 Account Statement shows 800 redeemed S I M points Call 08715203656 Identifier Code 42049 Expires 26 10 04 ,spam
5229,It means u could keep words ,normal
5232,YOU ARE CHOSEN TO RECEIVE A 350 AWARD call claim number 09066364311 collect award selected receive valued mobile customer ,spam
5233,Hey project Started aha ,normal
5235,Am site Am buying buying self assessment also ,normal
5237,know trying contact via dating service To find could call mobile landline 09064015307 ,spam
5239,Jay wants work first 4 sound ,normal
5240,k care sleep well ,normal
5241,Its part checking IQ ,normal
5242,Hmm thinking ,normal
5244,thanks wonderful Thank Have great week ,normal
5245,Thank princess I want see nice juicy booty ,normal
5248,U come n search tat ,normal
5249,K I leaving soon little 9 ,normal
5250,Urgent Please call 09061213237 landline 5000 cash 4 holiday await collection T Cs PO Box 177 16 ,spam
5254,I get anything ,normal
5258,1 2 ,normal
5261,I absolutely LOVE South Park I recently started watching office ,normal
5262,Did see film ,normal
5265,take care ,normal
5270,Did u fix teeth asap take care ,normal
5273,Its late k wish ,normal
5274,Hi Hope day good Back walk table booked half eight Let know coming ,normal
5278,URGENT Your Mobile number awarded 2000 prize GUARANTEED Call 09061790126 land line Claim 3030 Valid ,spam
5281,And princess ,normal
5283,Yeah probably ,normal
5284,Sent email id soon ,normal
5285,URGENT You 1 week FREE membership 100 000 Prize Jackpot word CLAIM No 81010 T C net ,spam
5289,Hey Congrats id 2 2 go home ,normal
5290,Dear Call ,normal
5291,trying U eat already We ,normal
5292,Urgent Please call 09061213237 landline 5000 cash luxury 4 Canary Islands Holiday await collection T Cs PO Box 177 16 ,spam
5293,I genes something ,normal
5294,XMAS awarded either 500 CD gift vouchers free entry 2 r 100 weekly draw MUSIC 87066 ,spam
5295,Alex says ,normal
5301,At WHAT TIME come tomorrow ,normal
5307,What leave ,normal
5310,yeah I thinking ,normal
5314,Get official ENGLAND poly ringtone flag yer mobile game Text TONE FLAG 84199 ENG STOP 1 50 ,spam
5315,use brain dear ,normal
5319,print ,normal
5320,But got topic yet rite ,normal
5322,Thanks I keep mind ,normal
5326,What makes happy ,normal
5327,Wishing wonderful week ,normal
5329,Sir waiting letter ,normal
5330,Dude longer ,normal
5331,X course Just messages messenger r sending ,normal
5339,You like Jerk ,normal
5342,u r subscribed 2 250 wkly comp 1st wk free question follows subsequent charged 2 unsubscribe STOP 2 84128 08712405020 ,spam
5344,When guys planning coming ,normal
5345,Wat ,normal
5348,Do I I thought I put back box ,normal
5349,I home ,normal
5350,No one interested May business plan ,normal
5351,Yup paragon I decided whether 2 cut yet ,normal
5352,Good morning princess Have great day ,normal
5356,Tell something okay ,normal
5357,,normal
5360,Hey gave number I friend ,normal
5361,Yep get program You slacking ,normal
5362,I inside office still filling forms know leave ,normal
5364,Call 09095350301 send girls erotic Just min To stop texts call 08712460324 rate ,spam
5366,A 400 XMAS REWARD IS WAITING FOR YOU Our computer randomly picked loyal mobile customers receive 400 reward Just call 09066380611 ,spam
5368,IMPORTANT MESSAGE This final contact attempt You important messages waiting customer claims dept Expires 13 4 04 Call 08717507382 NOW ,spam
5370,dating two Only started sent text talk sport radio last week Any connection think coincidence ,spam
5372,problem u matter ,normal
5373,K I head see ,normal
5377,The current leading bid 151 To pause auction send OUT Customer Care 08718726270 ,spam
5378,Free entry wkly comp 4 chance win latest Nokia 8800 250 cash every wk GREAT 80878 com 08715705022 ,spam
5386,I work Please call ,normal
5393,All done handed Don know mega shop counts celebration ,normal
5394,I know exactly could ask ,normal
5397,That necessarily respectful ,normal
5401,Babes I think I got brolly I left English bring 4 u ,normal
5405,So many days since ,normal
5408,Are pub ,normal
5409,There first time everything ,normal
5411,I ask u meeting nite ,normal
5413,Nite nite u n e thing I promise ring u ,normal
5415,You get chicken broth want ramen unless I know ,normal
5418,So really What How masters And ,normal
5420,I know oh Hopefully month ,normal
5421,Hi today meeting confirmed ,normal
5422,k 2 tats ,normal
5423,Sorry I call later ,normal
5425,Otherwise part time job tuition ,normal
5427,Santa Calling Would little ones like call Santa Xmas eve Call 09058094583 book time ,spam
5428,You complete gist oh ,normal
5429,Er yeah b 15 26 sorry Just tell pub cafe sit come wen u ,normal
5431,If I I paying attention ,normal
5432,lot 4 help ,normal
5434,Jesus really trying tell everybody find ,normal
5435,I buying lar ,normal
5437,Am slow using ,normal
5438,What later xxx ,normal
5439,Hey booked 2 lessons sun ,normal
5440,Thank generally date ,normal
5443,You guaranteed 32000 award maybe even 1000 cash claim award call free 0800 18 Its number wat u think ,spam
5444,Good morning At repair shop ONLY reason hour ,normal
5446,I back Good journey Let know need receipts Shall tell like pendent ,normal
5449,Latest News Police station toilet stolen cops nothing go ,spam
5450,Sac needs carry ,normal
5452,What Hello talks email address ,normal
5453,Except chick huge boobs ,normal
5457,u amt ,normal
5458,Sorry I call later ,normal
5460,December Had mobile You entitled update latest camera mobile Free Call The Mobile Update Co FREE 08002986906 ,spam
5462,CALL No 86888 claim reward 3 hours talk time use phone inc 16 stop gamb ,spam
5463,U OUT ,normal
5464,I treasure every moment spend together ,normal
5467,Get garden ready summer FREE selection summer bulbs seeds worth 33 50 The Scotsman Saturday To stop co ,spam
5468,URGENT Last weekend draw shows 1000 cash Spanish holiday CALL NOW 09050000332 claim T C ,spam
5469,,normal
5470,I thought slide enough ,normal
5471,Yup ,normal
5473,reaching message ,normal
5475,luck win big title win ,normal
5477,What Today holiday work ,normal
5479,Really hope work get stressful Have day ,normal
5480,Have seen back ,normal
5481,Shall call dear food ,normal
5482,URGENT We trying contact Last weekends draw shows u 1000 prize GUARANTEED Call 09064017295 Claim code Valid pm ,spam
5486,I also upload songs ,normal
5488,K I sent ,normal
5489,Oh thanks lot already bought 2 eggs ,normal
5490,K I sent ,normal
5492,Marvel Mobile Play official Ultimate Spider man game 4 50 mobile right Text SPIDER 83338 game send u FREE wallpaper ,spam
5493,I think rule tough people ,normal
5495,Good afternoon love How goes day How sleep I hope well I think ,normal
5496,Yes I trust u buy new stuff ASAP I try ,normal
5497,SERVICES inclusive text credits net login unsubscribe STOP extra charge help 08702840625 220 ,spam
5499,Now get step 2 outta way Congrats ,normal
5501,PRIVATE Your 2003 Account Statement 07808247860 shows 800 redeemed S I M points Call 08719899229 Identifier Code 40411 Expires 06 11 04 ,spam
5502,Apo players ,normal
5508,go gym tomorrow come late goodnight ,normal
5510,I went project ,normal
5514,Oh Okie We go sat ,normal
5519,Can send company name In ,normal
5520,No I want hear anything ,normal
5522,cool I want please ,normal
5523,Going join tomorrow ,normal
5526,PRIVATE Your 2003 Account Statement shows 800 redeemed S I M points Call 08718738001 Identifier Code 49557 Expires 26 11 04 ,spam
5528,Its effect irritation Just ignore ,normal
5529,What one ,normal
5530,I think tantrum finished yeah I point ,normal
5534,another number ,normal
5535,I know malaria But relax children cant handle malaria She would worse gastroenteritis If takes enough replace loss temp reduce And give malaria vomit Its self limiting illness means days completely stop ,normal
5536,wat long got improve already wat ,normal
5537,Want explicit SEX 30 secs Ring 02073162414 Costs min 2667 ,spam
5540,ASKED IF 0870 CHATLINES IN FREE INDIA YES GOT MEGA BILL 3 A SHIT BAILIFF DUE IN DAYS I O 250 3 WANT 800 ,spam
5545,Hi still number ,normal
5546,There cars ,normal
5547,Had contract mobile 11 Latest Motorola Nokia etc FREE Double Text Orange tariffs TEXT YES callback remove records ,spam
5548,No I trying weekend V ,normal
5550,Cool time think get ,normal
5551,Wen get spiritual deep That great ,normal
5553,use brain dear ,normal
5556,Yes So u texted missing much ,normal
5558,Sorry I call later ,normal
5560,Anything us ,normal
5562,Sony salesman I ask say quite 2 use considering ,normal
5563,Ard 6 like dat ,normal
5565,Huh lei ,normal
5567,This 2nd time tried 2 contact u U 750 Pound prize 2 claim easy call 087187272008 Only per minute BT national rate ,spam
5570,The guy bitching I acted like interested buying something else next week gave us free ,normal
5571,Its true name ,normal
